award_id,vendor_name,description,award_amount,total_outlays,contract_award_type,start_date,end_date,awarding_agency,awarding_sub_agency,naics_code,psc_code,query_batch
N0002417C2100,ELECTRIC BOAT CORPORATION,SSN 802 AND 803 LONG LEAD TIME MATERIAL,34652672423.0,52471.0,DEFINITIVE CONTRACT,2017-02-14,2036-06-02,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002417C2117,ELECTRIC BOAT CORPORATION,COLUMBIA CLASS DESIGN COMPLETION,24463811834.0,43723356.73,DEFINITIVE CONTRACT,2017-09-21,2031-12-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002412C2115,ELECTRIC BOAT CORPORATION,SSN 792 LONG LEAD TIME MATERIAL,19888283376.0,107066.0,DEFINITIVE CONTRACT,2012-04-13,2025-12-23,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002416C2116,HUNTINGTON INGALLS INC,CVN 80 ENGINEERING EFFORTS AND STEEL,11891378286.85,25985218.01,DEFINITIVE CONTRACT,2016-05-23,2036-06-02,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002406C2222,HUNTINGTON INGALLS INCORPORATED,DETAIL DESIGN AND CONSTRUCTION OF LPD 17 CLASS SHIP (LPD 22),10029620274.96,0.0,DEFINITIVE CONTRACT,2006-06-01,2022-09-30,Department of Defense,Department of the Navy,,,kw_dd_and_c_contracts
N0002423C2307,HUNTINGTON INGALLS INCORPORATED,CONSTRUCTION OF DDG 51 SHIPS FY23-27,6947319039.83,,DEFINITIVE CONTRACT,2023-08-01,2034-02-28,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002418C2307,HUNTINGTON INGALLS INCORPORATED,FY18-FY22 DDG 51 CLASS SHIP CONSTRUCTION,6722004635.74,0.0,DEFINITIVE CONTRACT,2018-09-27,2032-07-09,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002408C2110,HUNTINGTON INGALLS INC,CVN 78 SHIP CONSTRUCTION,6620467288.99,96474395.04,DEFINITIVE CONTRACT,2008-08-01,2022-09-30,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002416C2229,NATIONAL STEEL AND SHIPBUILDING COMPANY,DETAIL DESIGN AND CONSTRUCTION (DD&C) FOR T-AO 205,5822949520.64,276536691.62,DEFINITIVE CONTRACT,2016-06-30,2028-03-22,Department of Defense,Department of the Navy,,,kw_dd_and_c_contracts
N0002418C2305,BATH IRON WORKS CORPORATION,FY18-FY22 DDG 51 CLASS SHIP CONSTRUCTION,5338036969.86,0.0,DEFINITIVE CONTRACT,2018-09-27,2030-12-20,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002423C2305,BATH IRON WORKS CORPORATION,CONSTRUCTION OF DDG 51 SHIPS FY23-27,5027326144.0,,DEFINITIVE CONTRACT,2023-08-01,2034-02-28,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002411C2300,LOCKHEED MARTIN CORPORATION,BASIC AWARD,4980508595.15,206092074.05,DEFINITIVE CONTRACT,2010-12-29,2026-12-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002424C2110,ELECTRIC BOAT CORPORATION,SSN 814 & SSN 815 LONG LEAD TIME MATERIAL,4960017500.0,,DEFINITIVE CONTRACT,2023-10-13,2035-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002413C2305,BATH IRON WORKS CORPORATION,FY13-FY17 DDG 51 CLASS SHIP CONSTRUCTION.,4928187958.56,0.0,DEFINITIVE CONTRACT,2013-06-03,2026-12-26,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002418C2406,HUNTINGTON INGALLS INCORPORATED,LPD 30 LLTM,4631267196.0,0.0,DEFINITIVE CONTRACT,2018-08-02,2031-03-01,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002415C2114,HUNTINGTON INGALLS INC,DETAIL DESIGN AND CONSTRUCTION CVN 79,4482803728.62,0.0,DEFINITIVE CONTRACT,2015-06-05,2029-09-30,Department of Defense,Department of the Navy,,,kw_dd_and_c_contracts
N0002411C2301,"AUSTAL USA, LLC",BASIC CONTRACT,4462893976.64,110307279.33,DEFINITIVE CONTRACT,2010-12-29,2024-03-28,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002420C2120,ELECTRIC BOAT CORPORATION,LEAD YARD SUPPORT,4206289236.5,0.0,DEFINITIVE CONTRACT,2019-10-13,2028-06-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002421C2106,HUNTINGTON INGALLS INC,FY21 RCOH ACCOMPLISHMENT,3368736971.67,2237690.0,DEFINITIVE CONTRACT,2021-02-19,2026-10-06,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002418C2301,LOCKHEED MARTIN CORPORATION,MMSC DETAILED DESIGN AND CONSTRUCTION,3358164279.83,0.0,DEFINITIVE CONTRACT,2018-03-02,2029-02-28,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002413C2307,HUNTINGTON INGALLS INCORPORATED,FY13-FY17 DDG 51 CLASS SHIP CONSTRUCTION.,3345822881.0,0.0,DEFINITIVE CONTRACT,2013-06-03,2027-03-31,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002416C2427,HUNTINGTON INGALLS INCORPORATED,"DETAIL DESIGN AND CONSTRUCTION (DD&C) FOR LHA 8 (INITIAL EFFORT LIMITED TO PLANNING, ADVANCED ENGINEERING AND PROCUREMENT OF LONG LEAD TIME MATERIAL)",3274417897.4,55325.29,DEFINITIVE CONTRACT,2016-06-30,2026-09-30,Department of Defense,Department of the Navy,,,kw_dd_and_c_contracts
N0002420C2437,HUNTINGTON INGALLS INCORPORATED,LHA 9 ADVANCE PROCUREMENT,3154163794.0,507614.94,DEFINITIVE CONTRACT,2020-04-30,2030-12-31,Department of Defense,Department of the Navy,,,kw_advance_procurement_contracts
N0002413C2128,ELECTRIC BOAT CORPORATION,SUBMARINE RDT&E,3145999614.0,891651.0,DEFINITIVE CONTRACT,2012-12-21,2022-01-11,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002417C2105,HUNTINGTON INGALLS INC,FY17 RCOH ACCOMPLISHMENT,3038709104.53,1078064.0,DEFINITIVE CONTRACT,2017-09-01,2021-08-13,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002416C2431,HUNTINGTON INGALLS INCORPORATED,LPD 28 LONG LEAD TIME MATERIAL,2997306665.94,0.0,DEFINITIVE CONTRACT,2015-12-04,2025-12-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002417C2301,"AUSTAL USA, LLC",CONSTRUCTION OF LCS FLIGHT 0+ SHIP,2813611670.4,266713336.0,DEFINITIVE CONTRACT,2017-06-23,2030-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6274223F4007,DRAGADOS/HAWAIIAN DREDGING/ORION JV,"FY23 MCON PROJECT P-209, DRY DOCK 3 REPLACEMENT, JOINT BASE PEARL HARBOR HICKAM, HAWAII",2771246797.15,0.0,DELIVERY ORDER,2023-03-31,2027-09-30,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002413C2108,HUNTINGTON INGALLS INC,RCOH DELIVERY PERFORMANCE INCENTIVE,2676691465.0,0.0,DEFINITIVE CONTRACT,2013-03-29,2016-11-29,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002420C2300,MARINETTE MARINE CORPORATION,DETAIL DESIGN AND CONSTRUCTION OF FFG(X) GUIDED MISSILE FRIGATE,2647840821.0,24138876.0,DEFINITIVE CONTRACT,2020-04-30,2034-05-31,Department of Defense,Department of the Navy,,,kw_dd_and_c_contracts
N0002424C2114,"BECHTEL PLANT MACHINERY, INC.",S9G,2542667076.0,,DEFINITIVE CONTRACT,2023-12-22,2035-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
HSCG2316CAFR625,"BOLLINGER SHIPYARDS LOCKPORT, L.L.C.",THE UNITED STATES COAST GUARD HAS A REQUIREMENT TO PROCURE UP TO TWENTY-SIX (26) FAST RESPONSE CUTTERS (FRCS) ON A FIRM FIXED PRICE (FFP) BASIS WITH AN ECONOMIC PRICE ADJUSTMENT (EPA).  PHASE II OF THE FRC PROGRAM WILL COMPLETE THE FLEET FOR A TOTAL OF 58 CUTTERS.,2075724899.08,0.0,DEFINITIVE CONTRACT,2016-05-04,2026-06-02,Department of Homeland Security,U.S. Coast Guard,,,psc_1905_combat_contracts
N0002424C2115,"BECHTEL PLANT MACHINERY, INC.",S1B,2032588758.0,,DEFINITIVE CONTRACT,2023-12-21,2034-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002419C2210,"BOLLINGER MISSISSIPPI SHIPBUILDING, LLC",POLAR SECURITY CUTTER #1 (FORMERLY HPIB) DETAIL DESIGN AND CONSTRUCTION,2012244218.06,56913960.52,DEFINITIVE CONTRACT,2019-04-23,2030-05-01,Department of Defense,Department of the Navy,,,kw_dd_and_c_contracts
N0002419C2235,NATIONAL STEEL AND SHIPBUILDING COMPANY,EXPEDITIONARY SEA BASE (ESB) HULL 6 LLTM UCA,1868085652.07,85114564.75,DEFINITIVE CONTRACT,2018-10-16,2026-03-24,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008521C0077,381 CONSTRUCTORS,"P-381 MULTI-MISSION DRY DOCK #1, PORTSMOUTH NAVAL SHIPYARD, KITTERY, ME",1775117689.87,0.0,DEFINITIVE CONTRACT,2021-08-13,2029-03-30,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002418C2300,LOCKHEED MARTIN CORPORATION,CONSTRUCTION OF LCS FLIGHT 0+ SHIP,1622696557.52,295953339.71,DEFINITIVE CONTRACT,2017-10-06,2026-06-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
HSCG2308C2FR125,"BOLLINGER SHIPYARDS LOCKPORT, L.L.C.",USCG FAST RESPONSE CUTTER B CLASS (FRC-B),1536934924.76,0.0,DEFINITIVE CONTRACT,2008-09-26,2020-08-02,Department of Homeland Security,U.S. Coast Guard,,,psc_1905_combat_contracts
N0002415C4301,HUNTINGTON INGALLS INC,USS COLUMBUS (SSN 762) EOH PLANNING,1513518706.0,484229253.53,DEFINITIVE CONTRACT,2015-08-14,2026-03-22,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002423C2452,TEXTRON SYSTEMS CORP,THREE FUTURE LCAC 100 CLASS CRAFT LONG LEAD TIME MATERIAL,1436316386.0,,DEFINITIVE CONTRACT,2023-08-04,2031-10-13,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002410C2118,ELECTRIC BOAT CORPORATION,LEAD YARD SERVICES,1418130936.0,16799714.56,DEFINITIVE CONTRACT,2010-07-02,2026-03-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
70Z02322C93220001,"AUSTAL USA, LLC",OFFSHORE PATROL CUTTER (OPC) STAGE 2 CONTRACT: DETAILED DESIGN AND PRODUCTION (DD&P) OF 11 OPCS.,1401235590.23,0.0,DEFINITIVE CONTRACT,2022-06-30,2029-04-20,Department of Homeland Security,U.S. Coast Guard,,,psc_1905_combat_contracts
HSCG2314CAPC002,"EASTERN SHIPBUILDING GROUP, INC.",OPC P&CD CONTRACT 2 REFERENCE SOLICITATION NUMBER HSCG23-12-R-OPC0001,1398692803.24,0.0,DEFINITIVE CONTRACT,2014-06-17,2027-06-30,Department of Homeland Security,U.S. Coast Guard,,,psc_1905_combat_contracts
N0002419C2125,ELECTRIC BOAT CORPORATION,SUBMARINE PLANNING YARD,1370352119.0,40808350.26,DEFINITIVE CONTRACT,2019-07-11,2028-12-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002420C4312,ELECTRIC BOAT CORPORATION,PLANNING&MATERIAL (O&MN),1331626815.0,573483804.0,DEFINITIVE CONTRACT,2020-08-14,2027-11-01,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002424C2473,HUNTINGTON INGALLS INCORPORATED,"LPD 33, 34, AND 35 DD&CS",1222000000.0,,DEFINITIVE CONTRACT,2024-09-20,2035-09-01,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002418C4314,HUNTINGTON INGALLS INC,USS BOISE (SSN 764) PLANNING,1218462083.27,189917944.29,DEFINITIVE CONTRACT,2017-10-16,2029-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002424C2106,HUNTINGTON INGALLS INC,CVN 75 RCOH ADVANCE PLANNING,1046509016.0,,DEFINITIVE CONTRACT,2023-12-01,2029-07-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002417C2480,TEXTRON SYSTEMS CORP,LCAC 109 AND 110 LONG LEAD TIME MATERIAL,970956320.99,42481695.0,DEFINITIVE CONTRACT,2017-09-01,2029-07-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002413C2112,HUNTINGTON INGALLS INC,USS ENTERPRISE (CVN 65) INACT ACCOMPLISH,945341283.0,0.0,DEFINITIVE CONTRACT,2013-06-20,2026-03-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002424C2135,BLUEFORGE ALLIANCE,US SIB SUB SUPPLIER DEVELOPMENT SUPPORT,923094823.0,,DEFINITIVE CONTRACT,2024-09-10,2026-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002414C2104,ELECTRIC BOAT CORPORATION,SUBMARINE PLANNING YARD,921664216.0,1286966.24,DEFINITIVE CONTRACT,2014-09-11,2023-06-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002418C2106,HUNTINGTON INGALLS INC,PLANNING YEAR 1 OF CVN 74 RCOH ADVANCE PLANNING AND CVN 74 RCOH MATERIAL,853909180.2,0.0,DEFINITIVE CONTRACT,2018-07-16,2026-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002414C2111,HUNTINGTON INGALLS INC,PY1 RCOH DEFUELING ADVANCE PLANNING,801147553.78,1658809.08,DEFINITIVE CONTRACT,2014-08-01,2017-09-01,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002419C4452,BATH IRON WORKS CORPORATION,PROVISIONED ITEMS ORDERS (PIO),778608223.0,35375129.96,DEFINITIVE CONTRACT,2019-01-30,2024-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002406C2212,"BOLLINGER MISSISSIPPI SHIPBUILDING, LLC",EGYPTIAN FAST MISSLE CRAFT - FUNCTIONAL DESIGN,711305769.63,,DEFINITIVE CONTRACT,2005-11-30,2017-03-10,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002412C2401,TEXTRON SYSTEMS CORP,DETAIL DESIGN AND CONSTRUCTION (DD&C) OF SHIP TO SHORE CONNECTOR,663269565.41,30029849.4,DEFINITIVE CONTRACT,2012-07-06,2025-09-29,Department of Defense,Department of the Navy,,,kw_dd_and_c_contracts
N0002424C2124,ELECTRIC BOAT CORPORATION,CONTINUATION CONTRACT TO N00024-19-C-2125,624921508.0,2409014.0,DEFINITIVE CONTRACT,2024-09-12,2028-11-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002409C2302,BATH IRON WORKS CORPORATION,FY09 LCS RECURRING CONSTRUCTION,624654007.0,,DEFINITIVE CONTRACT,2009-05-01,2012-07-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6945020C0016,ALBERICI-MORTENSON A JOINT VENTURE,NSB KINGS BAY DRY DOCK RECAPITALIZATION PHASE A,620217197.39,7276973.53,DEFINITIVE CONTRACT,2020-03-20,2023-09-22,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002425C4135,"NORTHSTAR MARITIME DISMANTLEMENT SERVICES, LLC",DISMANTLE AND DISPOSE,533749731.0,,DEFINITIVE CONTRACT,2025-05-30,2029-11-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002410C2102,HUNTINGTON INGALLS INC,SUBMARINE,518056845.07,0.0,DEFINITIVE CONTRACT,2009-10-01,2014-10-29,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002423F4318,ELECTRIC BOAT CORPORATION,VACL MATERIALS,517248825.0,,DELIVERY ORDER,2023-09-15,2028-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002409C2303,LOCKHEED MARTIN CORPORATION,FY09 LCS RECURRING CONSTRUCTION,498061225.0,,DEFINITIVE CONTRACT,2009-03-23,2013-03-31,Department of Defense,Defense Contract Management Agency,,,psc_1905_combat_contracts
N0002424C2112,"BECHTEL PLANT MACHINERY, INC.",OPN,497528846.0,,DEFINITIVE CONTRACT,2023-12-21,2033-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002411C2109,ELECTRIC BOAT CORPORATION,SUBMARINE,480108883.81,0.0,DEFINITIVE CONTRACT,2010-10-17,2020-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002420C2109,HUNTINGTON INGALLS INC,FY20-24 IN-SERVICE SUBMARINE PLANNING YARD,440293214.94,2878579.21,DEFINITIVE CONTRACT,2019-12-20,2026-06-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002415C4313,NATIONAL STEEL AND SHIPBUILDING COMPANY,IGF::CT::IGF,420515951.95,1946868.48,DEFINITIVE CONTRACT,2015-04-21,2019-01-24,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002415C4300,ELECTRIC BOAT CORPORATION,USS MONTPELIER (SSN 765) PLANNING,412423015.0,-143948.0,DEFINITIVE CONTRACT,2015-05-27,2018-07-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002415C2105,HUNTINGTON INGALLS INC,SUBMARINE PLANNING YARD,409837509.12,298448.58,DEFINITIVE CONTRACT,2015-07-17,2020-06-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
W912ER23C0002,AICI-ARCHIRODON JV LLC,"CONSTRUCTION OF A WHARF. HARBORMASTER CONTROL TOWER, PIERS, MAINTENANCE/FUELING FACILITIES & INFRASTRUCTURE IN SUPPORT OF ROYAL SAUDI NAVAL FORCE MULTI-MISSION SURFACE COMBATANT SHIPS PROGRAM AT KING ABDULAZIZ NAVAL BASE, KINGDOM OF SAUDI ARABIA.",399297371.45,41500000.0,DEFINITIVE CONTRACT,2023-05-08,2027-03-08,Department of Defense,Department of the Army,,,kw_ship_construction_contracts
N4425525F0229,KIEWIT-ALBERICI SIOP MACC AJV,"RM25-4869 SEISMIC REPAIR DRY DOCK 4, B704. DESIGN AND RETROFIT THE WALLS OF DRY DOCK 4 (DD4) FOR A SEISMIC LEVEL EVENT. THIS ACTION WAS ISSUED UNDER THE NAVFAC PACIFIC WATERFRONT MULTIPLE AWARD CONSTRUCTION CONTRACT (SIOP MACC). CONTINUES ON PAGE 2.",377700000.0,,DELIVERY ORDER,2025-09-02,2026-09-18,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002416C4316,HUNTINGTON INGALLS INC,PLANNING FOR EXECUTION,353730962.82,2362129.45,DEFINITIVE CONTRACT,2016-09-29,2024-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002421C4205,HUNTINGTON INGALLS INCORPORATED,LPD PY CONTRACT AWARD,340750562.7,11980606.44,DEFINITIVE CONTRACT,2021-05-28,2028-08-27,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N6274223F4006,KIEWIT-ALBERICI SIOP MACC AJV,SEISMIC REPAIR OF DRY DOCKS WITHIN THE COGNIZANCE OF NAVFAC NORTH,325073119.0,,DELIVERY ORDER,2023-02-01,2023-10-15,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002424C2467,HUNTINGTON INGALLS INCORPORATED,LHA 10 ADVANCE PROCUREMENT,321558839.0,,DEFINITIVE CONTRACT,2023-11-17,2033-09-30,Department of Defense,Department of the Navy,,,kw_advance_procurement_contracts
N0002423C2324,HUNTINGTON INGALLS INCORPORATED,DDG 1000/1001 MODERNIZATION PERIOD PLANNING,307604777.0,9440010.17,DEFINITIVE CONTRACT,2023-01-06,2026-12-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
1305M223CNMAN0006,"THOMA-SEA MARINE CONSTRUCTORS, L.L.C.",DETAIL DESIGN AND CONSTRUCTION OF CLASS B VESSELS - NOAA,306952023.39,117592574.94,DEFINITIVE CONTRACT,2023-06-23,2031-12-30,Department of Commerce,National Oceanic and Atmospheric Administration,,,kw_dd_and_c_contracts
N0002422C2300,HUNTINGTON INGALLS INCORPORATED,DDG 1002 SHORE SUPPORT,305551639.0,134522.32,DEFINITIVE CONTRACT,2022-01-13,2027-04-14,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002424C4212,BATH IRON WORKS CORPORATION,CEILING HOLDER,304741817.0,3997843.15,DEFINITIVE CONTRACT,2024-08-01,2026-07-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002418C2313,BATH IRON WORKS CORPORATION,DDG 51 LEAD YARD SERVICES FY18-22,302900871.0,0.0,DEFINITIVE CONTRACT,2018-07-01,2024-01-24,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002413C4315,HUNTINGTON INGALLS INC,CVN CLASS AIRCRAFT CARRIEIERS MAINTENANCE,301794890.23,0.0,DEFINITIVE CONTRACT,2013-01-25,2019-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002424F4319,ELECTRIC BOAT CORPORATION,VACL MATERIAL PARTS,293047244.0,,DELIVERY ORDER,2024-09-27,2030-03-20,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002419C2322,BATH IRON WORKS CORPORATION,PLANNING YARD EFFORTS,287291918.0,3638038.05,DEFINITIVE CONTRACT,2018-12-26,2026-04-21,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008520C8500,CIANBRO CORPORATION,"P-310 DRY DOCK 1 SUPER FLOOD BASIN&P-1074 EXTEND PORTAL CRANE, PORTSMOUTH NAVAL SHIPYARD, KITTERY, ME",264619814.0,0.0,DEFINITIVE CONTRACT,2019-11-20,2024-12-31,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002418C4321,ELECTRIC BOAT CORPORATION,NEMMI SUPPORT,238591322.0,148946007.0,DEFINITIVE CONTRACT,2017-12-06,2023-04-28,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002410C2203,HUNTINGTON INGALLS INCORPORATED,LPD 17 CLASS ENGINEERING SERVICES,236099646.04,0.0,DEFINITIVE CONTRACT,2010-02-10,2016-03-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002412C2313,BATH IRON WORKS CORPORATION,DDG 51 CLASS LEAD YARD SERVICES,230800854.0,0.0,DEFINITIVE CONTRACT,2012-03-30,2019-05-15,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4008522F5863,"AECOM TECHNICAL SERVICES, INC.","DB REPAIR BERTHS 40 AND 41, NORFOLK NAVAL SHIPYARD, PORTSMOUTH, VA",229651455.66,0.0,DELIVERY ORDER,2022-07-29,2027-03-29,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002418C4301,ELECTRIC BOAT CORPORATION,NUCLEAR REGIONAL MAINTENANCE DEPARTMENT,218647437.0,92084387.0,DEFINITIVE CONTRACT,2018-04-27,2023-08-05,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002413C4308,ELECTRIC BOAT CORPORATION,NON NUCLEAR SUBMARINE REPAIR&MAINTENANCE SERVICES CONTRACT,214835473.0,-80270.0,DEFINITIVE CONTRACT,2012-12-16,2017-12-06,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002419C2100,HUNTINGTON INGALLS INC,IN-SERVICE PROGRAM/PROJECTS SUPPORT,212267492.24,6257134.68,DEFINITIVE CONTRACT,2019-09-26,2026-09-26,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002422C2228,MARITIME APPLIED PHYSICS CORPORATION,FIVE (5) GARC USVS,211383568.01,973921.27,DEFINITIVE CONTRACT,2022-09-02,2026-09-16,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002424C2331,BATH IRON WORKS CORPORATION,DDG 1000 PLANNING YARD FOLLOW ON,196215293.0,137624.0,DEFINITIVE CONTRACT,2024-04-01,2029-03-22,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002424C2313,BATH IRON WORKS CORPORATION,DDG 51 CLASS LEAD YARD SUPPORT,185701009.0,,DEFINITIVE CONTRACT,2024-12-01,2028-11-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002420C4203,HUNTINGTON INGALLS INCORPORATED,CG PYS CONTRACT AWARD,184972321.2,10382202.28,DEFINITIVE CONTRACT,2019-12-20,2027-12-31,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002413C4311,ELECTRIC BOAT CORPORATION,NUCLEAR REGIONAL MAINTENANCE DEPARTMENT,184117510.0,0.0,DEFINITIVE CONTRACT,2013-03-21,2018-04-11,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002421C2103,ELECTRIC BOAT CORPORATION,FY21 CONFORM,184034876.0,211845.0,DEFINITIVE CONTRACT,2021-01-19,2027-01-01,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002419C4313,HUNTINGTON INGALLS INCORPORATED,SHIP ALTERATION WORK,183347822.51,11552867.37,DEFINITIVE CONTRACT,2019-04-26,2028-09-13,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002499C8503,"PUGET SOUND COMMERCE CENTER, INC.",199904!1700!1189!BZ008!NAVAL SEA SYSTEMS COMMAND       !N0002499C8503  !A!*!*                  !19990119!20040604!001288828!001288828!001288828!N!4P759!TODD SHIPYARDS CORPORATION    !1801 16TH AVE SW          !SEATTLE             !WA!98134!63000!033!53!SEATTLE             !KING                  !WASHINGTON!0001!+000000399351!N!N!000000000000!Y154!SHIP CONSTRUCTION & REPAIR FACILITIES             !A3 !SHIPS                         !2SBP!CARRIER ACFT NUCLEAR-CVAN     !3731!3!*!*!*!B!A!*!A !N!R!2!002!B!* !Z!N!Z!* !* !N!B!*!A!*!A!A!A!*!*  !*!N!A!B!N!*!*!*!*!*!,170051100.86,714976.29,DEFINITIVE CONTRACT,1999-01-19,2007-09-20,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
N0002421C2104,HUNTINGTON INGALLS INC,FY21 CONFORM,164177736.0,362803.22,DEFINITIVE CONTRACT,2021-02-11,2026-09-30,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002422C2463,"AUSTAL USA, LLC",DETAIL DESIGN OF LCU 1700 CLASS CRAFT,159893893.9,,DEFINITIVE CONTRACT,2022-09-14,2027-03-16,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N0002418C2401,"SWIFTSHIPS, LLC","DETAIL DESIGN AND CONSTRUCTION OF LANDING CRAFT, UTILITY (LCU) 1700",152461575.06,7509137.8,DEFINITIVE CONTRACT,2018-03-30,2028-03-30,Department of Defense,Department of the Navy,,,kw_dd_and_c_contracts
N0002424C2134,"AUSTAL USA, LLC",SIB INVESTMENT SUPPORT,151999000.0,,DEFINITIVE CONTRACT,2024-09-12,2026-09-11,Department of Defense,Department of the Navy,,,psc_1905_combat_contracts
N4019223C2000,H2O GUAM JV,WON 1596750 SPECIAL PROJECT RM 14-1423,138452700.0,0.0,DEFINITIVE CONTRACT,2023-06-09,2026-07-10,Department of Defense,Department of the Navy,,,kw_ship_construction_contracts
